ETBL_ID;TERR_GENRE;TERR_ZONE_ID;TERR_ZONE_NOM_FR;TERR_ZONE_NOM_EN;TERR_ZONE_GENRE_ID;TERR_ZONE_GENRE_FR;TERR_ZONE_GENRE_EN
12659444;principal;3424;Cantons-de-l'Est;Eastern Townships;81;Région;Area
12659444;principal;3406;Québec;Quebec;75;Province;Province
12659845;principal;23468;La Patrie;La Patrie;91;Ville;City
12659845;principal;3424;Cantons-de-l'Est;Eastern Townships;81;Région;Area
12659845;principal;3406;Québec;Quebec;75;Province;Province
12660426;principal;21116;Saint-Stanislas-de-Kostka;Saint-Stanislas-de-Kostka;91;Ville;City
12660426;principal;3426;Montérégie;Montérégie;81;Région;Area
12660426;principal;3406;Québec;Quebec;75;Province;Province
12678799;principal;20984;Saint-Ours;Saint-Ours;91;Ville;City
12678799;principal;3426;Montérégie;Montérégie;81;Région;Area
12678799;principal;3406;Québec;Quebec;75;Province;Province
12679333;principal;21924;Mont-Saint-Grégoire;Mont-Saint-Grégoire;91;Ville;City
12679333;principal;3426;Montérégie;Montérégie;81;Région;Area
12679333;principal;3406;Québec;Quebec;75;Province;Province
12680778;principal;21178;Saint-Valérien-de-Milton;Saint-Valérien-de-Milton;91;Ville;City
12680778;principal;3426;Montérégie;Montérégie;81;Région;Area
12680778;principal;3406;Québec;Quebec;75;Province;Province
12682137;principal;21018;Saint-Philippe;Saint-Philippe;91;Ville;City
12682137;principal;3426;Montérégie;Montérégie;81;Région;Area
12682137;principal;3406;Québec;Quebec;75;Province;Province
12682574;principal;21088;Saint-Rémi;Saint-Rémi;91;Ville;City
12682574;principal;3426;Montérégie;Montérégie;81;Région;Area
12682574;principal;3406;Québec;Quebec;75;Province;Province
12683816;principal;20756;Sainte-Marthe;Sainte-Marthe;91;Ville;City
12683816;principal;3426;Montérégie;Montérégie;81;Région;Area
12683816;principal;3406;Québec;Quebec;75;Province;Province
12687387;principal;20362;Terrebonne;Terrebonne;91;Ville;City
12687387;principal;3428;Lanaudière;Lanaudière;81;Région;Area
12687387;principal;3406;Québec;Quebec;75;Province;Province
12688124;principal;21430;Saint-Jean-de-Matha;Saint-Jean-de-Matha;91;Ville;City
12688124;principal;3428;Lanaudière;Lanaudière;81;Région;Area
12688124;principal;3406;Québec;Quebec;75;Province;Province
12688863;principal;21800;Mandeville;Mandeville;91;Ville;City
12688863;principal;3428;Lanaudière;Lanaudière;81;Région;Area
12688863;principal;3406;Québec;Quebec;75;Province;Province
12689315;principal;21000;Saint-Paul;Saint-Paul;91;Ville;City
12689315;principal;3428;Lanaudière;Lanaudière;81;Région;Area
12689315;principal;3406;Québec;Quebec;75;Province;Province
12689546;principal;21290;Saint-Félix-de-Valois;Saint-Félix-de-Valois;91;Ville;City
12689546;principal;3428;Lanaudière;Lanaudière;81;Région;Area
12689546;principal;3406;Québec;Quebec;75;Province;Province
12713858;principal;23462;La Minerve;La Minerve;91;Ville;City
12713858;principal;3430;Laurentides;Laurentides;81;Région;Area
12713858;principal;3406;Québec;Quebec;75;Province;Province
12716759;principal;23164;Ferme-Neuve;Ferme-Neuve;91;Ville;City
12716759;principal;3430;Laurentides;Laurentides;81;Région;Area
12716759;principal;3406;Québec;Quebec;75;Province;Province
12716996;principal;22062;Notre-Dame-du-Laus;Notre-Dame-du-Laus;91;Ville;City
12716996;principal;3430;Laurentides;Laurentides;81;Région;Area
12716996;principal;3406;Québec;Quebec;75;Province;Province
12718271;principal;20814;Sainte-Thérèse-de-la-Gatineau;Sainte-Thérèse-de-la-Gatineau;91;Ville;City
12718271;principal;3434;Outaouais;Outaouais;81;Région;Area
12718271;principal;3406;Québec;Quebec;75;Province;Province
12720812;principal;21948;Montpellier;Montpellier;91;Ville;City
12720812;principal;3434;Outaouais;Outaouais;81;Région;Area
12720812;principal;3406;Québec;Quebec;75;Province;Province
12721922;principal;22856;Bowman;Bowman;91;Ville;City
12721922;principal;3434;Outaouais;Outaouais;81;Région;Area
12721922;principal;3406;Québec;Quebec;75;Province;Province
12731251;principal;22856;Bowman;Bowman;91;Ville;City
12731251;principal;3434;Outaouais;Outaouais;81;Région;Area
12731251;principal;3406;Québec;Quebec;75;Province;Province
12733820;principal;21886;Messines;Messines;91;Ville;City
12733820;principal;3434;Outaouais;Outaouais;81;Région;Area
12733820;principal;3406;Québec;Quebec;75;Province;Province
12733936;principal;23212;Gracefield;Gracefield;91;Ville;City
12733936;principal;3434;Outaouais;Outaouais;81;Région;Area
12733936;principal;3406;Québec;Quebec;75;Province;Province
12734125;principal;22860;Bristol;Bristol;91;Ville;City
12734125;principal;3434;Outaouais;Outaouais;81;Région;Area
12734125;principal;3406;Québec;Quebec;75;Province;Province
12736468;principal;22502;Latulipe-et-Gaboury;Latulipe-et-Gaboury;91;Ville;City
12736468;principal;3436;Abitibi-Témiscamingue;Abitibi-Témiscamingue;81;Région;Area
12736468;principal;3406;Québec;Quebec;75;Province;Province
12737458;principal;22812;Berry;Berry;91;Ville;City
12737458;principal;3436;Abitibi-Témiscamingue;Abitibi-Témiscamingue;81;Région;Area
12737458;principal;3406;Québec;Quebec;75;Province;Province
12738284;principal;20850;Senneterre;Senneterre;91;Ville;City
12738284;principal;3436;Abitibi-Témiscamingue;Abitibi-Témiscamingue;81;Région;Area
12738284;principal;3406;Québec;Quebec;75;Province;Province
12739115;principal;22112;Palmarolle;Palmarolle;91;Ville;City
12739115;principal;3436;Abitibi-Témiscamingue;Abitibi-Témiscamingue;81;Région;Area
12739115;principal;3406;Québec;Quebec;75;Province;Province
12757517;principal;21338;Saint-Gédéon;Saint-Gédéon;91;Ville;City
12757517;principal;3438;Saguenay-Lac-Saint-Jean;Saguenay-Lac-Saint-Jean;81;Région;Area
12757517;principal;3406;Québec;Quebec;75;Province;Province
12763388;principal;22212;Péribonka;Péribonka;91;Ville;City
12763388;principal;3438;Saguenay-Lac-Saint-Jean;Saguenay-Lac-Saint-Jean;81;Région;Area
12763388;principal;3406;Québec;Quebec;75;Province;Province
12768633;principal;21338;Saint-Gédéon;Saint-Gédéon;91;Ville;City
12768633;principal;3438;Saguenay-Lac-Saint-Jean;Saguenay-Lac-Saint-Jean;81;Région;Area
12768633;principal;3406;Québec;Quebec;75;Province;Province
12771228;principal;22568;Longue-Pointe-de-Mingan;Longue-Pointe-de-Mingan;91;Ville;City
12771228;principal;380370475;Havre-Saint-Pierre;Havre-Saint-Pierre;87;Sous-région;Sub-area
12771228;principal;3442;Duplessis;Duplessis;81;Région;Area
12771228;principal;3406;Québec;Quebec;75;Province;Province
12771968;principal;23096;Drummondville;Drummondville;91;Ville;City
12771968;principal;1923768;Centre-du-Québec;Centre-du-Québec;81;Région;Area
12771968;principal;3406;Québec;Quebec;75;Province;Province
12772292;principal;20628;Sainte-Brigitte-des-Saults;Sainte-Brigitte-des-Saults;91;Ville;City
12772292;principal;1923768;Centre-du-Québec;Centre-du-Québec;81;Région;Area
12772292;principal;3406;Québec;Quebec;75;Province;Province
12772369;principal;21272;Saint-François-du-Lac;Saint-François-du-Lac;91;Ville;City
12772369;principal;1923768;Centre-du-Québec;Centre-du-Québec;81;Région;Area
12772369;principal;3406;Québec;Quebec;75;Province;Province
12805601;principal;23096;Drummondville;Drummondville;91;Ville;City
12805601;principal;1923768;Centre-du-Québec;Centre-du-Québec;81;Région;Area
12805601;principal;3406;Québec;Quebec;75;Province;Province
13263057;principal;21756;Saint-Benoît-Labre;Saint-Benoît-Labre;91;Ville;City
13263057;principal;3420;Chaudière-Appalaches;Chaudière-Appalaches;81;Région;Area
13263057;principal;3406;Québec;Quebec;75;Province;Province
14367075;principal;20900;Saint-Marc-des-Carrières;Saint-Marc-des-Carrières;91;Ville;City
14367075;principal;433431;Portneuf;Portneuf;87;Sous-région;Sub-area
14367075;principal;3416;Québec;Québec City and Area;81;Région;Area
14367075;principal;3406;Québec;Quebec;75;Province;Province
14367682;principal;257422301;Saint-Majorique;Saint-Majorique;432971;Quartier / secteur;District / Area
14367682;principal;23196;Gaspé;Gaspé;91;Ville;City
14367682;principal;3410;Gaspésie;Gaspésie;81;Région;Area
14367682;principal;3406;Québec;Quebec;75;Province;Province
14367757;principal;22786;Arrondissement de Beauport;Borough of Beauport;432971;Quartier / secteur;District / Area
14367757;principal;22218;Québec;Québec City;91;Ville;City
14367757;principal;528997;Agglomération de Québec;Québec City Agglomeration;87;Sous-région;Sub-area
14367757;principal;3416;Québec;Québec City and Area;81;Région;Area
14367757;principal;3406;Québec;Quebec;75;Province;Province
14367791;principal;20928;Saint-Maxime-du-Mont-Louis;Saint-Maxime-du-Mont-Louis;91;Ville;City
14367791;principal;3410;Gaspésie;Gaspésie;81;Région;Area
14367791;principal;3406;Québec;Quebec;75;Province;Province
14367801;principal;23012;Cloridorme;Cloridorme;91;Ville;City
14367801;principal;3410;Gaspésie;Gaspésie;81;Région;Area
14367801;principal;3406;Québec;Quebec;75;Province;Province
14367816;principal;284206482;Arrondissement de Jonquière - Lac-Kénogami;Borough of Jonquière - Lac-Kénogami;432971;Quartier / secteur;District / Area
14367816;principal;284205971;Saguenay;Saguenay;91;Ville;City
14367816;principal;3438;Saguenay-Lac-Saint-Jean;Saguenay-Lac-Saint-Jean;81;Région;Area
14367816;principal;3406;Québec;Quebec;75;Province;Province
14367895;principal;22308;Lac-Brome;Lac-Brome;91;Ville;City
14367895;principal;3424;Cantons-de-l'Est;Eastern Townships;81;Région;Area
14367895;principal;3406;Québec;Quebec;75;Province;Province
14367907;principal;22602;Magog;Magog;91;Ville;City
14367907;principal;3424;Cantons-de-l'Est;Eastern Townships;81;Région;Area
14367907;principal;3406;Québec;Quebec;75;Province;Province
14368180;principal;22838;Boischatel;Boischatel;91;Ville;City
14368180;principal;433417;Côte-de-Beaupré;Côte-de-Beaupré;87;Sous-région;Sub-area
14368180;principal;3416;Québec;Québec City and Area;81;Région;Area
14368180;principal;3406;Québec;Quebec;75;Province;Province
14368372;principal;20386;Trois-Pistoles;Trois-Pistoles;91;Ville;City
14368372;principal;380359949;Les Basques;Les Basques;87;Sous-région;Sub-area
14368372;principal;3412;Bas-Saint-Laurent;Bas-Saint-Laurent;81;Région;Area
14368372;principal;3406;Québec;Quebec;75;Province;Province
14368398;principal;22930;Carleton-sur-Mer;Carleton-sur-Mer;91;Ville;City
14368398;principal;3410;Gaspésie;Gaspésie;81;Région;Area
14368398;principal;3406;Québec;Quebec;75;Province;Province
14368422;principal;21568;Rivière-au-Tonnerre;Rivière-au-Tonnerre;91;Ville;City
14368422;principal;380370594;Rivière-au-Tonnerre;Rivière-au-Tonnerre;87;Sous-région;Sub-area
14368422;principal;3442;Duplessis;Duplessis;81;Région;Area
14368422;principal;3406;Québec;Quebec;75;Province;Province
14368431;principal;20388;Secteur de Trois-Rivières;Sector of Trois-Rivières;432971;Quartier / secteur;District / Area
14368431;principal;125752384;Trois-Rivières;Trois-Rivières;91;Ville;City
14368431;principal;3422;Mauricie;Mauricie;81;Région;Area
14368431;principal;3406;Québec;Quebec;75;Province;Province
14368476;principal;288838182;Île Havre aux Maisons;Île Havre aux Maisons;432971;Quartier / secteur;District / Area
14368476;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14368476;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14368476;principal;3406;Québec;Quebec;75;Province;Province
14368659;principal;21506;Saint-Laurent-de-l'Île-d'Orléans;Saint-Laurent-de-l'Île-d'Orléans;91;Ville;City
14368659;principal;433412;Île d'Orléans;Île d'Orléans;87;Sous-région;Sub-area
14368659;principal;3416;Québec;Québec City and Area;81;Région;Area
14368659;principal;3406;Québec;Quebec;75;Province;Province
14368769;principal;22742;Baie-Saint-Paul;Baie-Saint-Paul;91;Ville;City
14368769;principal;3414;Charlevoix;Charlevoix;81;Région;Area
14368769;principal;3406;Québec;Quebec;75;Province;Province
14369047;principal;21650;Saint-Alban;Saint-Alban;91;Ville;City
14369047;principal;433431;Portneuf;Portneuf;87;Sous-région;Sub-area
14369047;principal;3416;Québec;Québec City and Area;81;Région;Area
14369047;principal;3406;Québec;Quebec;75;Province;Province
14369290;principal;22688;Amqui;Amqui;91;Ville;City
14369290;principal;3410;Gaspésie;Gaspésie;81;Région;Area
14369290;principal;3406;Québec;Quebec;75;Province;Province
14369302;principal;21788;Saint-Casimir;Saint-Casimir;91;Ville;City
14369302;principal;433431;Portneuf;Portneuf;87;Sous-région;Sub-area
14369302;principal;3416;Québec;Québec City and Area;81;Région;Area
14369302;principal;3406;Québec;Quebec;75;Province;Province
14371069;principal;22864;Bromont;Bromont;91;Ville;City
14371069;principal;3424;Cantons-de-l'Est;Eastern Townships;81;Région;Area
14371069;principal;3406;Québec;Quebec;75;Province;Province
14371410;principal;23186;Frontenac;Frontenac;91;Ville;City
14371410;principal;3424;Cantons-de-l'Est;Eastern Townships;81;Région;Area
14371410;principal;3406;Québec;Quebec;75;Province;Province
14376638;principal;288838176;Île du Cap aux Meules;Île du Cap aux Meules;432971;Quartier / secteur;District / Area
14376638;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14376638;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14376638;principal;3406;Québec;Quebec;75;Province;Province
14376782;principal;288838131;Île du Havre Aubert;Île du Havre Aubert;432971;Quartier / secteur;District / Area
14376782;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14376782;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14376782;principal;3406;Québec;Quebec;75;Province;Province
14376826;principal;22132;Petit-Saguenay;Petit-Saguenay;91;Ville;City
14376826;principal;3438;Saguenay-Lac-Saint-Jean;Saguenay-Lac-Saint-Jean;81;Région;Area
14376826;principal;3406;Québec;Quebec;75;Province;Province
14377252;principal;20334;Stoneham-et-Tewkesbury;Stoneham-et-Tewkesbury;91;Ville;City
14377252;principal;528959;La Jacques-Cartier;Jacques-Cartier;87;Sous-région;Sub-area
14377252;principal;3416;Québec;Québec City and Area;81;Région;Area
14377252;principal;3406;Québec;Quebec;75;Province;Province
14377266;principal;22788;Beaupré;Beaupré;91;Ville;City
14377266;principal;433417;Côte-de-Beaupré;Côte-de-Beaupré;87;Sous-région;Sub-area
14377266;principal;3416;Québec;Québec City and Area;81;Région;Area
14377266;principal;3406;Québec;Quebec;75;Province;Province
14377320;principal;23334;Kamouraska;Kamouraska;91;Ville;City
14377320;principal;380359935;Kamouraska;Kamouraska;87;Sous-région;Sub-area
14377320;principal;3412;Bas-Saint-Laurent;Bas-Saint-Laurent;81;Région;Area
14377320;principal;3406;Québec;Quebec;75;Province;Province
14377450;principal;22570;Longueuil;Longueuil;91;Ville;City
14377450;principal;3426;Montérégie;Montérégie;81;Région;Area
14377450;principal;3406;Québec;Quebec;75;Province;Province
14377466;principal;20606;Sainte-Anne-des-Monts;Sainte-Anne-des-Monts;91;Ville;City
14377466;principal;3410;Gaspésie;Gaspésie;81;Région;Area
14377466;principal;3406;Québec;Quebec;75;Province;Province
14377725;principal;20346;Sutton;Sutton;91;Ville;City
14377725;principal;3424;Cantons-de-l'Est;Eastern Townships;81;Région;Area
14377725;principal;3406;Québec;Quebec;75;Province;Province
14377837;principal;20478;Waskaganish;Waskaganish;91;Ville;City
14377837;principal;148492587;Eeyou Istchee;Eeyou Istchee;81;Région;Area
14377837;principal;3406;Québec;Quebec;75;Province;Province
14377886;principal;288838176;Île du Cap aux Meules;Île du Cap aux Meules;432971;Quartier / secteur;District / Area
14377886;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14377886;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14377886;principal;3406;Québec;Quebec;75;Province;Province
14377941;principal;288838176;Île du Cap aux Meules;Île du Cap aux Meules;432971;Quartier / secteur;District / Area
14377941;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14377941;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14377941;principal;3406;Québec;Quebec;75;Province;Province
14378006;principal;288838131;Île du Havre Aubert;Île du Havre Aubert;432971;Quartier / secteur;District / Area
14378006;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14378006;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14378006;principal;3406;Québec;Quebec;75;Province;Province
14378025;principal;23276;Havre-Saint-Pierre;Havre-Saint-Pierre;91;Ville;City
14378025;principal;380370475;Havre-Saint-Pierre;Havre-Saint-Pierre;87;Sous-région;Sub-area
14378025;principal;3442;Duplessis;Duplessis;81;Région;Area
14378025;principal;3406;Québec;Quebec;75;Province;Province
14378068;principal;288838182;Île Havre aux Maisons;Île Havre aux Maisons;432971;Quartier / secteur;District / Area
14378068;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14378068;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14378068;principal;3406;Québec;Quebec;75;Province;Province
14378191;principal;288838131;Île du Havre Aubert;Île du Havre Aubert;432971;Quartier / secteur;District / Area
14378191;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14378191;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14378191;principal;3406;Québec;Quebec;75;Province;Province
14378208;principal;21106;Saint-Siméon;Saint-Siméon;91;Ville;City
14378208;principal;3414;Charlevoix;Charlevoix;81;Région;Area
14378208;principal;3406;Québec;Quebec;75;Province;Province
14378214;principal;432973;Centre-ville;Downtown;432971;Quartier / secteur;District / Area
14378214;principal;21950;Montréal;Montréal;91;Ville;City
14378214;principal;3432;Montréal;Montréal;81;Région;Area
14378214;principal;3406;Québec;Quebec;75;Province;Province
14378412;principal;23276;Havre-Saint-Pierre;Havre-Saint-Pierre;91;Ville;City
14378412;principal;380370475;Havre-Saint-Pierre;Havre-Saint-Pierre;87;Sous-région;Sub-area
14378412;principal;3442;Duplessis;Duplessis;81;Région;Area
14378412;principal;3406;Québec;Quebec;75;Province;Province
14378668;principal;289874936;Secteur Percé;Sector of Percé;432971;Quartier / secteur;District / Area
14378668;principal;22122;Percé;Percé;91;Ville;City
14378668;principal;3410;Gaspésie;Gaspésie;81;Région;Area
14378668;principal;3406;Québec;Quebec;75;Province;Province
14378680;principal;21440;Saint-Joachim;Saint-Joachim;91;Ville;City
14378680;principal;433417;Côte-de-Beaupré;Côte-de-Beaupré;87;Sous-région;Sub-area
14378680;principal;3416;Québec;Québec City and Area;81;Région;Area
14378680;principal;3406;Québec;Quebec;75;Province;Province
14378758;principal;288838131;Île du Havre Aubert;Île du Havre Aubert;432971;Quartier / secteur;District / Area
14378758;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14378758;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14378758;principal;3406;Québec;Quebec;75;Province;Province
14378927;principal;292119712;Le Village;The Village;432971;Quartier / secteur;District / Area
14378927;principal;21950;Montréal;Montréal;91;Ville;City
14378927;principal;3432;Montréal;Montréal;81;Région;Area
14378927;principal;3406;Québec;Quebec;75;Province;Province
14379104;principal;22844;Bonaventure;Bonaventure;91;Ville;City
14379104;principal;3410;Gaspésie;Gaspésie;81;Région;Area
14379104;principal;3406;Québec;Quebec;75;Province;Province
14379250;principal;23134;Eastman;Eastman;91;Ville;City
14379250;principal;3424;Cantons-de-l'Est;Eastern Townships;81;Région;Area
14379250;principal;3406;Québec;Quebec;75;Province;Province
14379279;principal;23396;L'Anse-Saint-Jean;L'Anse-Saint-Jean;91;Ville;City
14379279;principal;3438;Saguenay-Lac-Saint-Jean;Saguenay-Lac-Saint-Jean;81;Région;Area
14379279;principal;3406;Québec;Quebec;75;Province;Province
14379335;principal;288838182;Île Havre aux Maisons;Île Havre aux Maisons;432971;Quartier / secteur;District / Area
14379335;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14379335;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14379335;principal;3406;Québec;Quebec;75;Province;Province
14379353;principal;288838131;Île du Havre Aubert;Île du Havre Aubert;432971;Quartier / secteur;District / Area
14379353;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14379353;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14379353;principal;3406;Québec;Quebec;75;Province;Province
14379430;principal;127375273;Limoilou;Limoilou;432971;Quartier / secteur;District / Area
14379430;principal;127375292;Arrondissement de La Cité - Limoilou;Borough of La Cité - Limoilou;432971;Quartier / secteur;District / Area
14379430;principal;22218;Québec;Québec City;91;Ville;City
14379430;principal;528997;Agglomération de Québec;Québec City Agglomeration;87;Sous-région;Sub-area
14379430;principal;3416;Québec;Québec City and Area;81;Région;Area
14379430;principal;3406;Québec;Quebec;75;Province;Province
14379500;principal;22622;Maria;Maria;91;Ville;City
14379500;principal;3410;Gaspésie;Gaspésie;81;Région;Area
14379500;principal;3406;Québec;Quebec;75;Province;Province
14379719;principal;288838176;Île du Cap aux Meules;Île du Cap aux Meules;432971;Quartier / secteur;District / Area
14379719;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14379719;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14379719;principal;3406;Québec;Quebec;75;Province;Province
14379858;principal;288838131;Île du Havre Aubert;Île du Havre Aubert;432971;Quartier / secteur;District / Area
14379858;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14379858;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14379858;principal;3406;Québec;Quebec;75;Province;Province
14380220;principal;288838176;Île du Cap aux Meules;Île du Cap aux Meules;432971;Quartier / secteur;District / Area
14380220;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14380220;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14380220;principal;3406;Québec;Quebec;75;Province;Province
14380310;principal;23380;Kuujjuaq;Kuujjuaq;91;Ville;City
14380310;principal;5717661;Nunavik;Nunavik;81;Région;Area
14380310;principal;3406;Québec;Quebec;75;Province;Province
14380551;principal;20596;Sainte-Anne-de-Sorel;Sainte-Anne-de-Sorel;91;Ville;City
14380551;principal;3426;Montérégie;Montérégie;81;Région;Area
14380551;principal;3406;Québec;Quebec;75;Province;Province
14382194;principal;23276;Havre-Saint-Pierre;Havre-Saint-Pierre;91;Ville;City
14382194;principal;380370475;Havre-Saint-Pierre;Havre-Saint-Pierre;87;Sous-région;Sub-area
14382194;principal;3442;Duplessis;Duplessis;81;Région;Area
14382194;principal;3406;Québec;Quebec;75;Province;Province
14382632;principal;23108;Dunham;Dunham;91;Ville;City
14382632;principal;3424;Cantons-de-l'Est;Eastern Townships;81;Région;Area
14382632;principal;3406;Québec;Quebec;75;Province;Province
14382655;principal;20682;Sainte-Félicité;Sainte-Félicité;91;Ville;City
14382655;principal;3410;Gaspésie;Gaspésie;81;Région;Area
14382655;principal;3406;Québec;Quebec;75;Province;Province
14382709;principal;432973;Centre-ville;Downtown;432971;Quartier / secteur;District / Area
14382709;principal;21950;Montréal;Montréal;91;Ville;City
14382709;principal;3432;Montréal;Montréal;81;Région;Area
14382709;principal;3406;Québec;Quebec;75;Province;Province
14382802;principal;288838182;Île Havre aux Maisons;Île Havre aux Maisons;432971;Quartier / secteur;District / Area
14382802;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14382802;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14382802;principal;3406;Québec;Quebec;75;Province;Province
14382810;principal;284206111;Arrondissement de Chicoutimi;Borough of Chicoutimi;432971;Quartier / secteur;District / Area
14382810;principal;284205971;Saguenay;Saguenay;91;Ville;City
14382810;principal;3438;Saguenay-Lac-Saint-Jean;Saguenay-Lac-Saint-Jean;81;Région;Area
14382810;principal;3406;Québec;Quebec;75;Province;Province
14382922;principal;21502;Saint-Lambert-de-Lauzon;Saint-Lambert-de-Lauzon;91;Ville;City
14382922;principal;3420;Chaudière-Appalaches;Chaudière-Appalaches;81;Région;Area
14382922;principal;3406;Québec;Quebec;75;Province;Province
14383061;principal;21736;Saint-Augustin;Saint-Augustin;91;Ville;City
14383061;principal;380370360;Côte-Nord-du-Golfe-du-Saint-Laurent;Côte-Nord-du-Golfe-du-Saint-Laurent;87;Sous-région;Sub-area
14383061;principal;3442;Duplessis;Duplessis;81;Région;Area
14383061;principal;3406;Québec;Quebec;75;Province;Province
14383181;principal;21518;Saint-Louis;Saint-Louis;91;Ville;City
14383181;principal;3426;Montérégie;Montérégie;81;Région;Area
14383181;principal;3406;Québec;Quebec;75;Province;Province
14383206;principal;432973;Centre-ville;Downtown;432971;Quartier / secteur;District / Area
14383206;principal;21950;Montréal;Montréal;91;Ville;City
14383206;principal;3432;Montréal;Montréal;81;Région;Area
14383206;principal;3406;Québec;Quebec;75;Province;Province
14383460;principal;20792;Sainte-Rose-du-Nord;Sainte-Rose-du-Nord;91;Ville;City
14383460;principal;3438;Saguenay-Lac-Saint-Jean;Saguenay-Lac-Saint-Jean;81;Région;Area
14383460;principal;3406;Québec;Quebec;75;Province;Province
14383521;principal;288838182;Île Havre aux Maisons;Île Havre aux Maisons;432971;Quartier / secteur;District / Area
14383521;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14383521;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14383521;principal;3406;Québec;Quebec;75;Province;Province
14383577;principal;21762;Saint-Bernard-de-Lacolle;Saint-Bernard-de-Lacolle;91;Ville;City
14383577;principal;3426;Montérégie;Montérégie;81;Région;Area
14383577;principal;3406;Québec;Quebec;75;Province;Province
14383891;principal;21506;Saint-Laurent-de-l'Île-d'Orléans;Saint-Laurent-de-l'Île-d'Orléans;91;Ville;City
14383891;principal;433412;Île d'Orléans;Île d'Orléans;87;Sous-région;Sub-area
14383891;principal;3416;Québec;Québec City and Area;81;Région;Area
14383891;principal;3406;Québec;Quebec;75;Province;Province
14383934;principal;23044;Côte-Nord-du-Golfe-du-Saint-Laurent;Côte-Nord-du-Golfe-du-Saint-Laurent;91;Ville;City
14383934;principal;380370360;Côte-Nord-du-Golfe-du-Saint-Laurent;Côte-Nord-du-Golfe-du-Saint-Laurent;87;Sous-région;Sub-area
14383934;principal;3442;Duplessis;Duplessis;81;Région;Area
14383934;principal;3406;Québec;Quebec;75;Province;Province
14383953;principal;23002;Clermont;Clermont;91;Ville;City
14383953;principal;3414;Charlevoix;Charlevoix;81;Région;Area
14383953;principal;3406;Québec;Quebec;75;Province;Province
14384029;principal;276714871;Secteur Lévis;Sector of Lévis;432971;Quartier / secteur;District / Area
14384029;principal;22592;Lévis;Lévis;91;Ville;City
14384029;principal;3420;Chaudière-Appalaches;Chaudière-Appalaches;81;Région;Area
14384029;principal;3406;Québec;Quebec;75;Province;Province
14510011;principal;288838131;Île du Havre Aubert;Île du Havre Aubert;432971;Quartier / secteur;District / Area
14510011;principal;288838062;Les Îles-de-la-Madeleine;Les Îles-de-la-Madeleine;91;Ville;City
14510011;principal;3408;Îles-de-la-Madeleine;Îles-de-la-Madeleine;81;Région;Area
14510011;principal;3406;Québec;Quebec;75;Province;Province
14510108;principal;22742;Baie-Saint-Paul;Baie-Saint-Paul;91;Ville;City
