ETBL_ID;ETBL_NOM_FR;ETBL_NOM_EN;ETBL_DESC_FR;ETBL_DESC_EN;ETBL_RESERVABLE
342766555;AU DEUXIÈME;AU DEUXIÈME;Au centre du village de Kamouraska, sur un grand terrain avec vue sur le fleuve, grand 4 ¿, situé au 2e étage d'une maison privée, offrant toutes les commodités. Balcon privé et endroit tranquille.;In the heart of the village of Kamouraska, on a large property with a view of the river, this large two-bedroom apartment located on the second floor of a private home offers all the amenities. Secluded balcony and peaceful location.;0
342766572;TREMBLANT HAVEN;TREMBLANT HAVEN;Jolie résidence de deux chambres nouvellement rénovée et située à la station Mont-Tremblant. Cette unité se trouve directement devant la grande piscine, les pistes cyclables et les sentiers de randonnée pédestre, et à seulement quelques pas des pistes de ski.;Lovely renovated two-bedroom vacation home at the Mont-Tremblant ski resort. Situated right next to the large pool and cycling and hiking paths, and only steps away from the ski hills.;0
342766586;CHALET BLEU;CHALET BLEU;;;0
342766607;DOMAINE POURKI;DOMAINE POURKI;Ce domaine situé à 35 minutes de Montréal, aux abords du Richelieu, offre des activités en plein air et un service d¿hébergement en chalet, dortoir, tipi et tipi sur l¿eau. Diverses activités sont accessibles sur place : piscine, canot, ferme d¿animaux, tir à l¿arc.;Outdoor centre offering accommodations in cottages, dorms, tepees and water tepees. Ideal for families or groups. Fine dining option. Hiking, rabaskaw canoes, bicycles, swimming pool, beach, archery, animal farm and sports fields. Excursion boat and sailing initiation. Dining room, boat launch, laundry, Wi-Fi access, parking, picnic areas and fire pits.;0
342826576;LA CHOUETTE VIRÉE;LA CHOUETTE VIRÉE;Situé à proximité des principaux sites de croisières aux baleines, à 15 minutes des villages touristiques de Tadoussac et de Sacré-Coeur. L¿endroit propose des attraits incontournables et des paysages extraordinaires. Toutes nos chambres comprennent l¿accès au spa et au sauna, un téléviseur intelligent, le Wi-Fi et le petit déjeuner.;"Just 5 minutes from many whale-watching excursions and 15 minutes from Tadoussac and Sacré-Coeur, this B&#38;B is ideally located near some of the finest attractions and breathtaking landscapes. Discover cozy and elegant rooms featuring comfortable beds, spa and sauna access, TV with Netflix, fast Wi-Fi Internet and a gourmet breakfast.";0
343000480;CHALET ST-BENOIT;CHALET ST-BENOIT;"Grand chalet entièrement équipé, situé au c¿ur d¿un domaine boisé de 25 acres. Trois chambres et une salle de bain à l¿étage; salle de bain, salon, cuisine, salle à manger et chambre avec accès au spa au rez-de-chaussée. Situé à un kilomètre de Bryant Landing.";Large fully equipped cottage set on a 25-acre wooded land located 1 km away from Bryant Landing. Features three bedrooms and a bathroom on the upper floor and a bathroom, living room, kitchen, dining room and another bedroom with access to a hot tub on the main floor.;0
343000487;LA TOURTERELLE;LA TOURTERELLE;;;0
343000494;L'ESTRAN;L'ESTRAN;Situé à huit minutes du Massif et à dix minutes de Baie-Saint-Paul, ce chalet avec vue sur le fleuve comprend deux unités (deux chambres et cinq chambres) pouvant accueillir jusqu¿à 14 personnes en tout. Chaque unité comprend une cuisine, un foyer et un balcon avec barbecue (accessible en été).;Just 8 minutes from Le Massif and 10 minutes from Baie-Saint-Paul, this cottage with a magnificent river view includes two units (two-bedroom and five-bedroom) that can accommodate a total of 14 people. Each unit has a fully equipped kitchen and fireplace, and a balcony with barbecue for your summertime enjoyment.;0
343000501;LE BALBUZARD - PRESTIGE CHARLEVOIX;LE BALBUZARD - PRESTIGE CHARLEVOIX;À huit minutes du Massif et dix minutes de Baie-Saint-Paul, chalet avec vue magnifique sur le fleuve comprenant trois unités pouvant accueillir jusqu¿à huit personnes. Chaque unité est équipée d¿une cuisine complète et d¿un foyer, et possède un balcon avec barbecue pour la saison estivale.;Eight minutes from Le Massif and ten minutes from Baie-Saint-Paul, this cottage with a magnificent river view includes three units that can accommodate up to eight people. Each unit has a fully equipped kitchen and fireplace, and a balcony with a barbecue for the summer season.;0
343000508;124, JOSAPHAT – PRESTIGE CHARLEVOIX;124, JOSAPHAT – PRESTIGE CHARLEVOIX;À huit minutes du Massif et dix minutes de Baie-Saint-Paul, chalet avec vue magnifique sur le fleuve comprenant deux unités pouvant accueillir jusqu¿à 14 personnes. Chaque unité est équipée d¿une cuisine complète et d¿un foyer, et possède un balcon avec barbecue pour la saison estivale.;Eight minutes from Le Massif and ten minutes from Baie-Saint-Paul, this cottage with a magnificent river view includes two units that can accommodate up to 14 people. Each unit has a fully equipped kitchen and fireplace, and a balcony with a barbecue for the summer season.;0
343000515;LE NID D'AIGLE;LE NID D'AIGLE;À huit minutes du centre de ski Le Massif et à dix minutes de Baie-Saint-Paul, magnifique studio avec vue incroyable sur le fleuve. Entièrement équipé, il compte deux chambres à coucher et deux salles de bain. Barbecue pour la saison estivale. Bois de foyer fourni.;Located eight minutes from the Le Massif ski resort and ten minutes from Baie-Saint-Paul, this magnificent studio apartment offers an incredible view of the river. Fully equipped with two bedrooms, two bathrooms and a BBQ in the summer. Wood for the fireplace included.;0
343000522;L'ÉVASION - PRESTIGE CHARLEVOIX;L'ÉVASION - PRESTIGE CHARLEVOIX;À huit minutes du Massif et dix minutes de Baie-Saint-Paul, chalet avec vue magnifique sur le fleuve comprenant deux unités pouvant accueillir jusqu¿à huit personnes. Chaque unité est équipée d¿une cuisine complète et d¿un foyer, et possède un balcon avec barbecue pour la saison estivale.;Eight minutes from Le Massif and ten minutes from Baie-Saint-Paul, this cottage with a magnificent river view includes two units that can accommodate up to eight people. Each unit has a fully equipped kitchen and fireplace, and a balcony with a barbecue for the summer season.;0
343000529;LE-PIED-DE-VENT - PRESTIGE CHARLEVOIX;LE-PIED-DE-VENT - PRESTIGE CHARLEVOIX;À huit minutes du Massif et dix minutes de Baie-Saint-Paul, chalet avec vue magnifique sur le fleuve comprenant deux unités pouvant accueillir jusqu¿à huit personnes. Chaque unité est équipée d¿une cuisine complète et d¿un foyer, et possède un balcon avec barbecue pour la saison estivale.;Eight minutes from Le Massif and ten minutes from Baie-Saint-Paul, this cottage with a magnificent view of the river includes two units and can accommodate up to eight people. Each unit is equipped with a full kitchen and fireplace, and a balcony with a barbecue for the summer season.;0
343000536;LE SUROÎT #47;LE SUROÎT #47;À dix minutes de Baie-Saint-Paul et huit minutes du Massif, chalet avec vue sur le fleuve comprenant deux unités. L'unité du haut peut loger deux personnes et l'unité du bas, jusqu'à huit. Chaque unité est équipée de A à Z. Balcon avec barbecue pour la saison estivale.;Ten minutes from Baie-Saint-Paul and eight minutes from Le Massif, this cottage with a river view includes two units. The top unit can accommodate two people and the bottom unit can accommodate up to eight people. Each unit is fully equipped. Balcony with barbecue for the summer season.;0
343000545;LES SOMMETS CHARLEVOIX - 125 CHEMIN JOSAPHAT;LES SOMMETS CHARLEVOIX - 125 CHEMIN JOSAPHAT;À huit minutes du centre de ski Le Massif et dix minutes de Baie-Saint-Paul, luxueux cottage anglais avec vue sur le fleuve, chaleureux et pouvant accueillir de 4 à 10 personnes. Grande cuisine, salle à manger, salon avec foyer et cinéma maison, cinq chambres et trois salles de bain complètes.;Eight minutes from the Le Massif ski resort and ten minutes from Baie-Saint-Paul, this cozy, luxurious English cottage with a view of the river can accommodate from 4 to 10 people. Large kitchen, dining room, living room with fireplace and home cinema, five bedrooms and three full bathrooms.;0
343000595;LE SUROÎT 42;LE SUROÎT 42;À huit minutes du centre de ski Le Massif et dix minutes de Baie-Saint-Paul, chalet sur deux étages avec fenestration offrant une vue magnifique sur le fleuve et les montagnes. Au rez-de-chaussée, cuisine, salon, salle à manger et salle de bain. Au sous-sol, trois chambres. Balcon avec patio et barbecue.;Eight minutes from the Le Massif ski resort and ten minutes from Baie-Saint-Paul, this two-storey cottage has large windows that offer a magnificent view of the river and mountains. On the main floor: kitchen, living room, dining room and bathroom. Three bedrooms in the basement. Balcony with patio and barbecue.;0
343000602;ÉTOILES DU MATIN 1500-09 - TREMBLANT SUNSTAR;ÉTOILES DU MATIN 1500-09 - TREMBLANT SUNSTAR;;;0
343000616;BALBUZARD - AU CHALET EN BOIS ROND;BALBUZARD - AU CHALET EN BOIS ROND;Chalet en bois rond pouvant accueillir jusqu¿à sept personnes. Comprend : deux salles de bain, salon avec poêle à combustion lente et foyer de briques, salle de séjour avec téléviseur, lecteur DVD, mini-chaîne avec lecteur CD, table de billard. Profitez d¿une galerie extérieure. Plage privée avec pédalo. Wi-Fi. Animaux acceptés.;This beautiful log cabin can accommodate up to seven people. Includes two bedrooms, two bathrooms (one with a double bath and shower, one with shower), lounge with wood-burning stove built into a brick fireplace, TV, DVD, mini-stereo with CD player, pool table. Relax on the outdoor gallery. Wi-Fi.;0
343000623;LE HUARD;LE HUARD;Hébergement directement sur la rive d¿un lac, à quelques pas d¿une plage privée, au sommet d¿une montagne, sur un domaine privé de 40 hectares comprenant une rivière. Vue exceptionnelle sur le lac, qui est accessible par une descente en pente douce. Quai pour plonger. Idéal pour séjour en famille ou entre amoureux.;Accommodations directly on a lake, a stone¿s throw away from a private beach, at the top of a mountain, on a private 100-acre property including a river. Exceptional view of the lake, at the bottom of a gentle slope. Dock for diving. Ideal for a family vacation or romantic getaway.;0
343000640;MANOIR DE LA POINTE-AUX-ORIGNAUX - UNITÉ B;MANOIR DE LA POINTE-AUX-ORIGNAUX - UNITÉ B;Unité tout confort, parfaitement insonorisée, conçue pour séjour en duo ou solo, au rythme des marées, dans le grandiose de la nature, la paix et la tranquillité. Design contemporain équilibré et recherché. Foyer au salon. Balconnet côté fleuve. Vaste chambre avec magnifique baignoire lumineuse.;Fully equipped unit, completely soundproof, for a solo getaway or with a friend. Listen to the rhythm of the tides in the heart of nature, peace and tranquility. Sought-after contemporary and balanced design. Fireplace in the living room. Small balcony facing the river. Large bedroom with bright, magnificent bathtub.;0
343000663;MAISON JEAN LONGPRÉ;MAISON JEAN LONGPRÉ;Maison située dans les Cantons-de-l¿Est, à moins de deux heures de Montréal. Capacité d¿accueillir jusqu¿à quatre personnes. Comprend deux chambres, une salle de bain complète et une autre avec douche. Foyer au bois, cuisinière au gaz, cuisine entièrement équipée, machine espresso, barbecue, laveuse, sécheuse, Internet haute vitesse sans fil, téléviseur, câble, literie.;This home, located in the Eastern Townships, less than two hours from Montréal, can accommodate up to four people. Features two bedrooms, one full bathroom and another with a shower. Wood fireplace, gas cook-top, fully equipped kitchen, espresso machine, BBQ, washer, dryer, wireless high speed Internet, cable TV, bedding.;0
343000671;LAFONTAINE;LAFONTAINE;;;0
343111135;CONDO PIED DU MONT;CONDO PIED DU MONT;Beau petit appartement (3 ¿) situé à seulement un kilomètre des pentes de la station de ski Mont-Sainte-Anne.;Charming little one-bedroom apartment located just one kilometre (0.6 mi.) from the slopes of the Mont-Sainte-Anne ski resort.;0
343111143;DOMAINE DE LA BUTTE;DOMAINE DE LA BUTTE;Chalet pour groupe, situé en plein bois. Petit lac avec plage de sable, aires de feu, jeux intérieurs et extérieurs, espaces gazonnés pour jeux de groupe, terrain de jeu et mini-piste d'hébertisme. Ferme d'élevage de cerf rouge. Sentiers pédestres. Grand stationnement.;Cottage for groups, surrounded by woods. Enjoy a small lake with sandy beach, fire pits, indoor and outdoor games, grassy fields for group activities, red deer farm, playground, walking trails in the woods. Lots of parking.;0
343339506;ANCRE DORÉE;ANCRE DORÉE;;;0
343339513;CHALET DE LA PRESQU'ÎLE CHAPLEAU;CHALET DE LA PRESQU'ÎLE CHAPLEAU;Chalet de quatre chambres à coucher et de deux salles de bain pour huit personnes situé au bord du lac Chapleau, à La Minerve, à 30-40 minutes de Mont-Tremblant. Lieu propice à la natation et aux sports nautiques. Embarcations motorisées acceptées.;This four-bedrom, three-bathroom, eight-person cottage on lac Chapleau in La Minerve is located just 30 to 40 minutes from Mont-Tremblant. Ideal for swimming and water sports. Motorized boats accepted.;0
343339534;PANACHE 638;PANACHE 638;;;0
343339601;CHALET VU-SUR-LE-LAC;CHALET VU-SUR-LE-LAC;;;0
343339608;WWW.CONDOMONTSAINTEANNE.COM;WWW.CONDOMONTSAINTEANNE.COM;Chalet à aire ouverte. Téléviseur à écran plat (câble), Internet sans fil, cuisine spacieuse et équipée. À un kilomètre des pentes de ski du Mont-Sainte-Anne, 30 minutes du centre-ville de Québec et 20 minutes du Massif de Charlevoix. Rangement pour les skis et stationnement (pour cinq voitures). Plusieurs activités accessibles à proximité.;Open-plan cottage. Flatscreen TV (cable), wireless Internet access, spacious, fully equipped kitchen. One kilometre (0.6 mi.) from the Mont-Sainte-Anne ski resort, 30 minutes from downtown Québec City and 20 minutes from Le Massif de Charlevoix. Ski storage and parking (for five cars). Several nearby activities.;0
343339615;MAISON DU JARDINIER;MAISON DU JARDINIER;Luxueuse maison de campagne située directement en bordure du fleuve Saint-Laurent, près du beau village de Lotbinière. Cette magnifique résidence tout équipée peut accueillir confortablement jusqu'à douze personnes. Un incontournable pour les amateurs de plein air! Découvrez les charmes de la région et admirez les magnifiques couchers de soleil.;Spacious, five-bedroom country house on the banks of the St. Lawrence River in a quiet spot near the pretty village of Lotbinière. Sleeps 12. Fully equipped kitchen, two large living rooms, a beautiful dining room and three bathrooms. Ideal for lovers of the great outdoors. Come admire the magnificent sunsets!;0
343339622;VILLA BEAU RUISSEAU;VILLA BEAU RUISSEAU;Luxueuse villa située à deux kilomètres de Magog et du mont Orford, et en bordure d¿un ruisseau qui donne naissance à la rivière aux Cerises. Grand terrain paysagé calme et très privé, à quelques pas de la piste cyclable. À proximité : terrain de golf, épicerie, restaurant, etc.;Nice cottage in the heart of the Cherry River sector of the village of Orford, 2 km (1.2 mi.) from Magog, the mountain and Lake Memphremagog. Bordering a pretty brook, close to activities and amenities (golf, cycling, skiing, skating, restaurant, grocery store).;0
343339653;LA LIBELLULE;LA LIBELLULE;Hébergement au bord d¿un lac navigable avec 30 mètres de plage sablonneuse et quai. Possibilité de pêche (achigan et brochet). Commodités : laveuse, sécheuse, lave-vaisselle, micro-ondes, barbecue, deux foyers extérieurs (bois fourni), chaises de parterre, pédalo, ponton, jeux extérieurs, table de soccer, hockey pneumatique, Ginza, etc. Boucherie-dépanneur au coin de la rue. ;Accommodation on a lake (motorized boats permitted). Enjoy 30 m (100 ft.) of sandy beach, a dock and fishing (bass and pike). Includes: washer and dryer, fully equipped kitchen (dishwasher, microwave, etc.), BBQ, two outdoor fireplaces and wood, pedal boat, pontoon and other water toys, indoor games (foosball, Ginza, air hockey, etc.).;0
343339660;GÎTE LE MARYSIER;GÎTE LE MARYSIER;Découvrez les charmes de ce gîte, l'une des plus anciennes maisons de Saint-Georges, rénovée avec goût et offrant tout le confort souhaité. Petit déjeuner à saveur du terroir et plusieurs attraits touristiques à proximité. De plus, vos hôtes, massothérapeutes d'expérience, vous proposent quantité de massages pour agrémenter votre séjour.;"Discover the charm of this tastefully renovated and comfortable B&#38;B, one of the oldest houses in Saint-Georges. Breakfast features local products. Several tourist attractions nearby. Your hosts, who are experienced massage therapists, offer you a variety of massages to enhance your getaway.";0
343468532;MILLE ET UN MATINS;MILLE ET UN MATINS;;;0
343468543;CLUB VACANCES TOUTES SAISONS CHALET 18;CLUB VACANCES TOUTES SAISONS CHALET 18;;;0
343468550;RÉSIDENCE BILODEAU-DESLAURIERS;RÉSIDENCE BILODEAU-DESLAURIERS;;;0
343468557;HÄGAR DÜNOR - DOMAINE SCANDINAVE;HÄGAR DÜNOR - DOMAINE SCANDINAVE;;;0
343468564;THORGAL - DOMAINE SCANDINAVE;THORGAL - DOMAINE SCANDINAVE;;;0
343468571;ÉRIK LE ROUGE - DOMAINE SCANDINAVE;ÉRIK LE ROUGE - DOMAINE SCANDINAVE;;;0
343468578;"LE BOISÉ DU RUISSEAU CLAIR 1-104 &#38; 1-105";"LE BOISÉ DU RUISSEAU CLAIR 1-104 &#38; 1-105";Hébergement pouvant accueillir jusqu¿à six personnes. Comprend : cuisine équipée, salle de bain, laveuse, sécheuse, salon avec foyer au gaz, balcon privé avec barbecue, cafetière, air climatisé, table de travail, fer et planche à repasser, téléphone, Internet sans fil, téléviseur à écran plat (câble), lecteur DVD (location de films à la réception).;Accommodations for up to six people. Includes: fully equipped kitchen, bathroom, washer, dryer, living room with gas fireplace, private balcony with barbecue, coffeemaker, air conditioning, work table, iron and ironing board, telephone, Wi-Fi, flat-screen TV (cable), DVD player (movies for rent at reception).;0
343468592;AUBERGE DU TRAPPEUR INN - CHALET LA BERNACHE;AUBERGE DU TRAPPEUR INN - CHALET LA BERNACHE;Chalet entièrement équipé situé au bord de l¿eau.;Fully equipped cottage on the water¿s edge.;0
343468638;LA VILLA DU TORRENT;LA VILLA DU TORRENT;;;0
343468645;VALLÉE DU NORD;VALLÉE DU NORD;;;0
343468660;CHALET DE L'OURSIN;CHALET DE L'OURSIN;La nuit venue, laissez-vous bercer par le bruit des vagues pour vous endormir. Venez admirer les splendides couchers de soleil ou faire de longues promenades sur la grève. Endroit parfait pour le calme et la quiétude. Chaleureux chalet pour vous accueillir en tout confort. Il ne manque que vous!;Come nightfall, let the sound of the waves lull you to sleep. Take in a magnificent sunset or enjoy a long walk on the beach. The perfect location for some peace and quiet. This comfortable cottage offers a warm and friendly welcome. All that is missing is you!;0
343468667;PARFUMS DES SAISONS;PARFUMS DES SAISONS;;;0
343468698;CHALETS DU 1925;CHALETS DU 1925;Chalets situés à l¿embouchure de la baie de Gaspé. Contemplez la mer et le parc national Forillon, grillez des guimauves sur un feu de camp et dégustez des fruits de mer. À proximité des plages et d¿un superbe terrain de golf avec restaurant pour toute la famille. À 35 kilomètres de Percé.;Cottages located at the mouth of Gaspé Bay. Take in incredible sea views, explore the Forillon National Park, roast marshmallows over a campfire, savour delicious seafood dishes, or hit the links on a superb golf course in nearby Gaspé, close to Percé.;0
343468705;LE REFUGE DU POÈTE;LE REFUGE DU POÈTE;Louise vous accueillera avec sourire et gentillesse dans sa chaleureuse maison centenaire (1854) située au c¿ur du Vieux-Longueuil, à proximité du parc Saint-Marc et à quelques minutes du centre-ville de Montréal par le métro ou la navette fluviale. Petits déjeuners gastronomiques à saveurs boréales sont servis en option.;Your host, Louise, will be happy to welcome you into her century-old home (1854) in the heart of Old Longueuil, just minutes from downtown Montréal by metro or river shuttle. A gourmet breakfast featuring boreal flavours and local organic products can be served for an additional fee.;0
343468719;LE DIAMANT ET LE JAS;LE DIAMANT ET LE JAS;Dans cet hébergement, la vue sur la mer, le bruit des vagues, l¿air pur, la faune marine et les oiseaux seront votre décor. De plus, le confort et la chaleur des chalets vous combleront. Venez vous gâter et profiter de moments inoubliables. Soyez les bienvenus!;Relax in the comfort of either of these two cottages and let the beautiful sunrise or sunset be your backdrop. The beach, ducks and other wildlife will provide you with entertainment, and the site's energy will enchant you. The ideal spot for pursuing countless activities. Welcome!;0
343468726;LE CHALET WINDSOR;LE CHALET WINDSOR;;;0
343729916;MON GRAND CERF-VOLANT;MON GRAND CERF-VOLANT;Hébergement dans une très belle maison construite sur deux étages et située à Bassin. Accès privé (100 mètres de façade) à la plage de la dune de l¿Ouest. Vue sur la mer et les couchers de soleil depuis la galerie. Comprend trois chambres et deux salles de bain.;"<span style=""font-size: 12px;"">Lovely two-storey house with private access to a beautiful beach (100 m / 328 ft.), with three bedrooms and two bathrooms. Amazing sunsets on the sea included.</span>";0
343729930;HÔTEL COURTYARD MARRIOTT MONTRÉAL CENTRE-VILLE;HÔTEL COURTYARD MARRIOTT MONTRÉAL CENTRE-VILLE;;;0
343729937;O'BERGE C-206;O'BERGE C-206;;;0
343729951;LE CHALET ROUGE;LE CHALET ROUGE;Magnifique chalet-appartement comprenant trois unités, dont deux sont offertes en location et possèdent un intérieur chaleureux. Capacité d¿accueillir jusqu¿à dix personnes par unité. De construction récente, ce chalet vous offrira un excellent confort et vous permettra de passer des vacances inoubliables en famille ou entre amis.;Spectacular three-unit cottage, including two rental units with a cozy ambiance. Each unit can accommodate up to 10 people. This recently built cottage provides excellent comfort and offers memorable getaways for family and friends.;0
343729958;LE PETIT CACHET;LE PETIT CACHET;;;0
343729980;LE CHALET DU P'TIT RUISSEAU;LE CHALET DU P'TIT RUISSEAU;Superbe chalet en bois situé près des sentiers de vélo de montagne de Saint-Félicien et des pistes cyclables. Idéal pour pratiquer diverses activités : arbre en arbre, ski de fond, raquette, ski alpin, glissade sur tube et motoneige. Situé à cinq kilomètres de la ville et du Zoo sauvage de Saint-Félicien.;Superb wooden cottage located near the Saint-Félicien mountain-bike trails and bicycle paths. Ideal location for enjoying a number of activities including a tree top obstacle course, cross-country skiing, snowshoeing, downhill skiing, snow tubing and snowmobiling. Located just 5 km (3 mi.) from town and the Zoo sauvage de Saint-Félicien.;0
343860516;CHALETS SUTTON;CHALETS SUTTON;Magnifique chalet au pied du mont Sutton, avec un accès direct aux pentes de ski et aux sentiers pédestres. Situé à proximité de terrains de golf, de la Route des vins, d¿Arbre Sutton, de la Route Verte, du parc aquatique de Bromont, du Zoo de Granby et de nombreuses autres attractions touristiques.;Magnificent cottage at the foot of Mont Sutton, with direct access to the ski hills and hiking trails. Located near golf courses, the Wine Route (Route des vins), Arbre Sutton, the Route Verte, Bromont Water Park, Granby Zoo and many other tourist attractions.;0
343860533;LA ROSE DES VENTS - PRESTIGE CHARLEVOIX;LA ROSE DES VENTS - PRESTIGE CHARLEVOIX;;;0
343860540;LES CHALETS DU MASSIF;LES CHALETS DU MASSIF;Appartement comprenant trois chambres et deux salles de bain. Grandes fenêtres offrant une vue magnifique sur le fleuve. Unité spacieuse et entièrement équipée. À seulement dix minutes de la station de ski Le Massif et à dix minutes de la magnifique ville de Baie-Saint-Paul.;This three-bedroom, two-bathroom apartment features large windows offering a stunning view of the river. Spacious and fully equipped from A to Z. Located 10 minutes from Le Massif ski resort and 10 minutes from the Baie-Saint-Paul!;0
343860547;LE MANOIR DE L'HORIZON;LE MANOIR DE L'HORIZON;;;0
343860564;GUY LEFEBVRE;GUY LEFEBVRE;;;0
343860573;MAISON DE L'ANSE DES MERCIER;MAISON DE L'ANSE DES MERCIER;Hébergement au décor rustique situé à quelques mètres du fleuve! Vue sur l¿ancienne auberge des Laurentides et le quai de la Rivière-Ouelle. Couchers de soleil spectaculaires avec les montagnes en arrière-plan. Solarium donnant sur le fleuve. Capacité d¿accueillir jusqu¿à six personnes. Confortable même en hiver (chauffage électrique et au bois).;Just feet from the river, this rustic-style home overlooks a former Laurentides inn and the Rivière-Ouelle wharf. Enjoy spectacular sunsets against a backdrop of mountains. Solarium facing the river. Can accommodate up to six people. Cozy year-round (wood and electric heating).;0
343860581;CHALET ÉMILE;CHALET ÉMILE;Ce luxueux chalet donnant sur le lac 31 milles à Bouchette peut accueillir jusqu¿à 24 personnes. Literie et serviettes incluses. Spa, cuisine extérieure, table de billard et chaloupe à moteur. Quai privé, grande terrasse, BBQ, propane inclus, place à feu. Confort et luxe en pleine nature.;This luxurious cottage near the majestic lac 31 Milles in Bouchette can accommodate up to 24 guests. Bedding and towels included. Hot tub, outdoor kitchen, pool table and motorboat on site. Private dock, large terrace, BBQ with propane included. Comfort and luxury right in the heart of nature.;0
343886939;AUBERGE MONTEBELLO;AUBERGE MONTEBELLO;Cette auberge possède 44 chambres spacieuses et confortables. Les chambres nouvellement réaménagées s¿agencent à un décor victorien qui les rend très chaleureuses. La plupart ont une vue extraordinaire et mémorable sur la rivière des Outaouais. Si vous voyagez pour affaires, certains des forfaits offerts pourraient très bien vous convenir.;Inn offering guests 44 spacious and comfortable rooms, newly renovated in a Victorian decor. Most rooms have an extraordinary view of the Ottawa River. Interesting packages for business travellers.<strong></strong>;0
344289648;Domaine Floravie- Chalets sur roues Tiny House;Domaine Floravie- Chalets sur roues Tiny House;Hébergement dans sept chalets sur roues (jusqu¿à quatre personnes) situés dans un champ de fleurs et entièrement équipés : énergie solaire, toilettes (compost), chauffage, chauffe-eau au propane. Également offert: deux chalets fixes (jusqu¿à six personnes) tout équipé : électricité, eau courante, literie et six cabines (1 personne). Sentier privé de deux kilomètres longeant le rivage.;Stay in one of seven fully equipped mobile cottages (room for four) set in a field of flowers: solar power, composting toilets, propane heating and hot water tank. Also offered: two fully equipped stationary cottages (sleeps six): electricity, running water, bedding ans six cabins (sleeps one). Private 2-km path along the shoreline. ;0
344466031;AUX RÊVES D'ANTAN;AUX RÊVES D'ANTAN;Gîte situé sur la route principale de Saint-Marc-sur-le-Richelieu, le long de la rivière Richelieu. Profitez du confort moderne dans cinq chambres, dont plusieurs avec vue sur la rivière. Salle de bain privée, téléphone, téléviseur et climatisation. Wi-Fi partout dans le gîte et appels interurbains gratuits (au Canada et aux États-Unis). ;Inn located on Saint-Marc-sur-le-Richelieu¿s main street, along the Rivière Richelieu. This beautiful Victorian residence¿s five rooms offer all the modern comforts and most have river views. All rooms equipped with private bathroom, telephone, TV and air conditioning. Wi-Fi and free long distance calls (within Canada and the U.S.). ;0
344466056;BERNACHE 204;BERNACHE 204;Hébergement situé au village de Mont-Tremblant.;Accommodation located in Mont-Tremblant village.;0
344466113;ABÉNAKI - AU CHALET EN BOIS ROND;ABÉNAKI - AU CHALET EN BOIS ROND;Luxueux chalet en bois rond de type scandinave situé dans la magnifique région de Portneuf. Construction inspirée de l¿architecture des Premières Nations. La décoration, l¿authenticité et le confort vous charmeront. Vous serez comblés par ce chalet entièrement équipé qui a tout ce qu¿il faut pour répondre à vos besoins. Détente assurée!;Luxurious, Scandinavian-style log chalet located in the magnificent Portneuf region. You are sure to be charmed by the décor, authenticity and comfort of this lovely, fully equipped home, inspired by First Nations architecture. Everything you need is at your fingertips. Relaxation guaranteed!;0
344466120;CONDOS VACANCES MSA 1108;CONDOS VACANCES MSA 1108;;;0
344466127;CHALET BRUNANTE;CHALET BRUNANTE;;;0
344466142;LE CHALET DE JULIEN;LE CHALET DE JULIEN;"<span class=""mcenoneditable""><span>Beau chalet rénové situé aux abords de la rivière Nicolet, dans la région de Victoriaville. <span>Tout est inclus : vaisselle, literie, serviettes, accès Wi-Fi, service Illico, films, musique, foyer (bois fourni), chauffage biénergie, barbecue,</span> etc. Autre chalet disponible pour les équipes et les grosses familles.</span></span>";Beautiful, renovated cottage set on the edge of Rivière Nicolet in the Victoriaville area. Features three bedrooms and can accommodate up to 10 people. Fully equipped: kitchenware, bedding, towels, Wi-Fi access, Illico TV service, movies, music, fireplace and wood, etc. Another cottage is available for groups or large families.;0
344466149;LE CHALET D'ANDRÉ;LE CHALET D'ANDRÉ;"<span class=""MCENONEDITABLE""><span>CHALET DE STYLE années 1970</span></span><span class=""mcenoneditable""><span> aux abords de la rivière Nicolet dans la région des Bois-Francs. <span>Idéal pour quatre personnes.</span> Comprend toutes les commodités en plus de vous offrir un endroit campagnard où passer des moments agréables. <span>Tout est fourni : literie, serviettes, Wi-Fi, barbecue, foyers intérieur et extérieur, et plus</span> encore.</span></span>";Discover a 1970s-style cottage on the shores of Rivière Nicolet in the Victoriaville area. Ideal for four people. Fully equipped: bedding, towels, Wi-Fi, BBQ, indoor and outdoor fireplaces and much more. <strong> </strong>;0
344755899;CAP TREMBLANT 215-7;CAP TREMBLANT 215-7;Joli appartement dans un site enchanteur à louer pour séjour de deux nuits minimum. Entièrement équipé. Comprend : une chambre, divan-lit double, foyer à bois, bain à remous, sauna, piscine. À seulement dix minutes des pentes de ski (navette disponible), pistes de ski de fond, sentiers de randonnée pédestre et pistes cyclables.;Pretty condo for rent in a charming location. Fully equipped, with one bedroom, sofa bed, wood¿burning fireplace, access to jet tub, sauna and swimming pool. Ten minutes from downhill skiing (shuttle available ), cross-country skiing, hiking, bicycle paths.;0
344755944;LE MERLIN;LE MERLIN;;;0
344882361;LE LONG DU LARGE;LE LONG DU LARGE;;;0
